RBD;NOM_RBD
4708;LICEO POLIVALENTE LAS SALINAS
4709;LICEO TECNICO
4711;ARTURO PRAT CHACON
4712;LICEO SANTA LEONOR
4713;ESCUELA THOMAS JEFFERSON D 465
4714;ESCUELA HELEN KELLER ADAMS
4715;LICEO SIMÓN BOLÍVAR
4717;LICEO TÉCNICO PROFESIONAL LUCILA GODOY ALCAYAGA
4719;ESCUELA REPUBLICA DEL PERU
4720;ESCUELA D N° 475
4722;ESCUELA BLANCA ESTELA PRAT CARVAJAL
4723;ESCUELA MEXICO ESTADO DE GUERRERO
4724;ESCUELA BASICA LA DAMA BLANCA
4725;ESCUELA VILLA INDEPENDENCIA
4726;ESCUELA BASICA LAS HIGUERAS
4727;COLEGIO HUACHIPATO
4728;COLEGIO LOS CONDORES
4730;ESCUELA ALONKURA
4731;ESCUELA BÁSICA CRISTÓBAL COLÓN
4732;ESCUELA BASICA CRUZ DEL SUR
4733;LICEO ANITA SERRANO SEPULVEDA
4734;ESCUELA BASICA LIBERTAD
4736;ESCUELA CORNETA CABRALES
4737;COLEGIO BASICO VILLA ACERO
4740;C.E.I.A. HUALPENCILLO
4741;ESCUELA DIFERENCIAL PUERTA NUEVA
4742;COLEGIO REMODELACION SIMONS
4744;ESCUELA BASICA CERRO CORNOU
4746;ESCUELA BASICA BUENA VISTA
4747;ESCUELA F 500 HUERTOS FAMILIARES
4748;ESCUELA REPUBLICA BOLIVARIANA DE VENEZUELA
4750;ESCUELA SANTA CLARA
4751;CENTRO LABORAL POLIVALENTE ALONKURA
4753;ESCUELA BASICA PENINSULA DE TUMBES
4754;ESCUELA BASICA CERRO SAN FRANCISCO
4758;COLEGIO CARMELA CARVAJAL DE PRAT
4760;COLEGIO BERNARDO O´HIGGINS
4762;LICEO LA ASUNCION
4767;ESCUELA PARTICULAR MANUEL RODRIGUEZ
4768;CENTRO INTEGRAL LOS AROMOS
4772;ESCUELA ADVENTISTA DE HUALPEN
4774;ESCUELA PARTICULAR ENRIQUE MOLINA GARMENDIA
4777;ESCUELA PARTICULAR ESMERALDA
4778;COLEGIO PARTICULAR TALCAHUANO
4779;COLEGIO ADVENTISTA DE TALCAHUANO CENTRO
4781;ESCUELA BASICA ELIEZER
4782;CENTRO EDUCACIÓN EVANGÉLICO DE HUALPÉN
4785;COLEGIO SANTA BERNARDITA
4786;ESCUELA SANTA TERESITA
4790;COLEGIO MONTANER DE HUALPEN
4791;ESCUELA PARTICULAR DIEGO PORTALES
4792;COLEGIO SANTA CECILIA
4803;ESCUELA DIFERENCIAL MARTA STOWHAS KARGUS
4805;LICEO PENCOPOLITANO
4806;ESCUELA REPUBLICA DE ITALIA
4807;ESCUELA ISLA DE PASCUA
4808;ESCUELA PENCO
4809;ESCUELA EDUARDO CAMBELL SAAVEDRA
4810;ESCUELA ALMIRANTE JORGE MONTT ÁLVAREZ
4811;ESCUELA ALMIRANTE PATRICIO LYNCH
4812;ESCUELA LA GREDA
4813;ESCUELA VIPLA
4814;ESCUELA ETHEL HENCK DE GRANT
4817;ESCUELA BASICA PRIMER AGUA ABAJO
4818;COLEGIO PARTICULAR FUNNY SCHOOL
4820;ESCUELA PARTICULAR QUEEN ELIZABETH SCHOOL
4822;COLEGIO EL REFUGIO
4824;LICEO INDUSTRIAL DE TOME
4825;LICEO COMERCIAL DE TOME
4827;ESCUELA ESPECIAL TOMÉ
4829;LICEO VICENTE ALBERTO PALACIOS VALDES
4830;LICEO REPÚBLICA DEL ECUADOR
4831;ESCUELA BASICA BELLAVISTA
4832;ESCUELA BASICA IGNACIO SERRANO MONTANER
4834;ESCUELA BASICA DICHATO
4835;ESCUELA BASICA ARTURO PRAT
4836;ESCUELA BASICA REPUBLICA DE PANAMA
4837;ESCUELA BASICA RAFAEL
4838;ESCUELA BASICA CARLOS MAHNS CHOUPAY
4839;ESCUELA BASICA COCHOLGUE
4840;ESCUELA BASICA Y ADULTOS CALIFORNIA
4841;ESCUELA BASICA CERRO ESTANQUE
4842;ESCUELA MARIANO EGANA
4843;ESCUELA BÁSICA LISA ENRIQUETA PETER TEUBNER
4844;ESCUELA BASICA MENQUE
4845;ESCUELA BASICA PUNTA DE PARRA
4848;ESCUELA BASICA SAN CARLITOS
4851;ESCUELA BASICA BURCA
4852;ESCUELA BASICA CALETA DEL MEDIO
4854;ESCUELA BASICA SAN FRANCISCO
4855;ESCUELA BASICA MILLAHUE
4858;ESCUELA BASICA CORONEY
4859;ESCUELA BASICA CHUPALLAR
4860;ESCUELA BASICA VEGAS DE COLIUMO
4861;ESCUELA BASICA SAN ANTONIO
4865;ESCUELA PARTICULAR MARGARITA NASEAU
4866;COLEGIO DOCTOR GUILLERMO VELASCO BARROS
4867;ESCUELA BASICA RAFAEL AMPUERO VILLARROEL
4868;COLEGIO PADRE LUIS AMIGO
4869;ESCUELA BASICA FLORIDA
4870;LICEO LUIS DE ALAVA
4871;LICEO COPIULEMU
4873;ESCUELA RAHUIL
4875;ESCUELA BASICA CANCHA DE LOS MONTERO
4877;ESCUELA BASICA PONEN
4879;ESCUELA BASICA PUENTE SIETE
4882;ESCUELA BASICA QUEBRADA LAS ULLOA
4886;ESCUELA BASICA SAN SEBASTIAN DE MANCO
4889;ESCUELA BASICA PENINHUEQUE
4890;ESCUELA BASICA VILLAMAVIDA
4894;PARVULARIO RURAL MANDERSCHEID
4896;ESCUELA PARTICULAR UNICORNIO
4897;LICEO SAN JUAN BAUTISTA DE HUALQUI
4898;ESCUELA MANUEL AMAT Y JUNIET
4901;ESCUELA BASICA EL MAITEN
4902;ESCUELA CARLOS ALBERTO FERNÁNDEZ CASTILLO
4904;ESCUELA BASICA RANGUEL
4906;ESCUELA SAN JOSE LA PALMA
4907;ESCUELA GOMERO
4908;ESCUELA ALEJANDRO VARELA SANTA MARIA
4909;ESCUELA PROFESORA JUANA SALGADO PARRA DE UNIHUE
4910;ESCUELA GUILLERMO BARBERI MASSA
4913;ESCUELA BARRANCAS JUNTAS
4915;ESCUELA LA CALLE
4917;ESCUELA SANTA SUSANA DE PICHACO
4918;ESCUELA AGUA CORTA
4920;ESCUELA SAN NICANOR
4922;ESCUELA ALONSO DE ERCILLA
4923;ESCUELA PARTICULAR SANTA CRUZ
4925;LICEO NUEVA ZELANDIA
4926;ESCUELA RECAREDO VIGUERAS ARANEDA
4927;ESCUELA COLICO ALTO
4929;ESCUELA ESPIGADO
4932;ESCUELA PODUCO ALTO
4933;ESCUELA CABRERA
4935;ESCUELA TORRE DORADA
4940;ESCUELA CURAMAVIDA
4941;ESCUELA PODUCO BAJO
4942;ESCUELA TANAHUILLIN
4943;ESCUELA CHACAYAL
4946;ESCUELA LA GENERALA
4947;ESCUELA PARTICULAR CLORINDA AVELLO
4948;LICEO POLITECNICO ROSAURO SANTANA RIOS
4949;LICEO COMERCIAL PRESIDENTE FREI MONTALVA
4950;ESCUELA ESPECIAL LUIS COUSINO SQUELLA
4951;LICEO CARLOS COUSIÑO GOYENECHEA
4952;LICEO BALDOMERO LILLO FIGUEROA
4953;ESCUELA ISIDORA GOYENECHEA
4954;ESCUELA BASICA SANTA MARIA DE GUADALUPE
4955;ESCUELA BASICA KONRAD ADENAUER
4956;ESCUELA BASICA BELLO HORIZONTE
4958;ESCUELA BASICA THOMPSON MATTHEWS
4960;COLEGIO ANGEL DE PEREDO
4961;ESCUELA BASICA COLCURA
4965;C.E.I.A SAN LUIS DE POTOSI REPÚBLICA DE MÉXICO
4967;ESCUELA BASICA CENTENARIO
4968;ESCUELA BÁSICA CARABINERO ISAÍAS GUEVARA
4969;LICEO SANTA DORIS
4973;INSTITUTO HUMANIDADES SAN FRANCISCO DE ASIS
4974;ESCUELA PARTICULAR GETSEMANI
4975;LICEO INDUSTRIAL FUNDACIÓN FEDERICO SCHWAGER
4977;LICEO COMERCIAL ANDRES BELLO LOPEZ
4978;CENTRO EDUCACIÓN INTEGRADA DE ADULTOS SERGIO PERALTA MORALES
4979;ESCUELA DIFERENCIAL MARÍA ESTER BREVE GONZÁLEZ
4982;LICEO CORONEL ANTONIO SALAMANCA
4983;LICEO YOBILO DE CORONEL
4984;ESCUELA ROSITA RENARD
4985;ESCUELA BASICA PLAYAS NEGRAS
4986;ESCUELA ROSA MEDEL AGUILERA
4987;ESCUELA BASICA JAVIERA CARRERA
4988;ESCUELA RAFAEL SOTOMAYOR BAEZA
4989;ESCUELA VICTOR DOMINGO SILVA
4990;ESCUELA AMBROSIO O´HIGGINS
4991;ESCUELA REPUBLICA DE FRANCIA
4992;ESCUELA REMIGIO CASTRO ABURTO
4994;ESCUELA ADELAIDA MIGUIELES SOTO
4995;ESCUELA OCTAVIO SALINAS CARIAGA
4996;ESCUELA VISTA HERMOSA
4997;ESCUELA JORGE ROJAS MIRANDA
4998;ESCUELA ROSA YANEZ RODRIGUEZ
4999;ESCUELA BASICA RAMON FREIRE SERRANO
5001;ESCUELA ARTURO HUGHES CERNA
5002;ESCUELA JUAN JOSE LATORRE BENAVENTE
5003;ESCUELA FRANCISCO COLOANE
5005;ESCUELA ESCUADRON
5006;ESCUELA BASICA PATAGUAL
5009;COLEGIO PARTICULAR GABRIELA MISTRAL
5010;ESCUELA METODISTA
5012;COLEGIO PARTICULAR SAN PEDRO
5015;ESCUELA PARTICULAR SAN MARCOS
5016;COLEGIO PARTICULAR IGNACIO CARRERA PINTO
5019;ESCUELA GENARO RIOS CAMPOS
5020;COLEGIO ANIBAL ESQUIVEL TAPIA
5021;LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BASTÍAS DE LEBU
5022;ESCUELA ESPECIAL JUAN SANDOVAL CARRASCO
5023;ESCUELA PROFESOR ALAMIRO GALLEGOS MUÑOZ
5024;LICEO ISIDORA RAMOS DE GAJARDO
5025;ESCUELA PROFESORA REBECA CASTRO ARANEDA
5026;ESCUELA FRESIA GRACIELA MULLER RUIZ
5028;ESCUELA BOCA LEBU
5029;DOMINGO FAUSTINO SARMIENTO
5031;ESCUELA DR.ARNOLDO EBENSPERGER RICHTER
5033;ESCUELA ARTURO EBENSPERGER RICHTER
5034;ESCUELA LA FORTUNA
5035;ESCUELA ARMANDO ARANCIBIA OLIVOS
5036;ESCUELA RUCA RAQUI
5038;ESCUELA PEHUEN
5039;ESCUELA GUILLERMO RODRIGUEZ RIOBIO
5040;ESCUELA VILLARRICA
5046;ESCUELA PARTICULAR CERRO LA CRUZ
5047;ESCUELA LIBERTADOR GENERAL
5048;LICEO SAN FELIPE DE ARAUCO
5049;ESCUELA BASICA VICENTE MILLAN IRIARTE
5050;ESCUELA BÁSICA MARE NOSTRUM
5051;ESCUELA BÁSICA DE CARAMPANGUE
5052;ESCUELA LOS PINOS
5053;ESCUELA JORGE IVAN VALENZUELA ZUNIGA
5054;ESCUELA BASICA SAN PEDRO DE LARAQUETE
5055;ESCUELA VALLE RAMADILLAS
5056;ESCUELA BASICA CARLOS SAEZ SAEZ
5057;LICEO TÉCNICO PESQUERO FILIDOR GAETE MONSÁLVEZ
5059;ESCUELA HUGO CABRERA AGUIRRE
5060;ESCUELA ARMANDO WIESSE FUENTE-ALBA
5064;ESCUELA FERMIN IBARRA FRITZ
5065;ESCUELA QUILANTRAL
5066;ESCUELA BASICA PASO LOS TEMOS
5067;ESCUELA MAR LOS PINOS
5068;ESCUELA DUIDICO
5069;ESCUELA BASICA ALTO YANI
5070;ESCUELA BASICA VALLE VERDE
5072;ESCUELA VALLE ARAUCO
5073;ESCUELA BASICA BRISAS DEL MAR
5074;ESCUELA BASICA CESAR MONSALVE FLORES
5078;ESCUELA CERRO COLORADO
5080;ESCUELA BASICA PEMEREHUE
5081;ESCUELA ALTO RAQUI
5082;LICEO SAN FRANCISCO DE ASIS
5084;LICEO POLIVALENTE MARIANO LATORRE
5085;ESCUELA RAMIRO ROA GONZALEZ
5086;ESCUELA CUATRO DE OCTUBRE
5087;ESCUELA COLICO SUR
5088;ESCUELA PABLO NERUDA
5090;ESCUELA BUENA ESPERANZA
5091;ESCUELA GABRIELA MISTRAL
5093;ESCUELA INDEPENDENCIA
5094;ESCUELA SANTA TERESA DE LOS ANDES
5095;ESCUELA LOS CRUCEROS
5097;ESCUELA BAJO LOS RIOS
5099;ESCUELA TRONGOL ALTO
5100;ESCUELA PLEGARIAS
5101;ESCUELA SAN JOSE DE COLICO
5103;ESCUELA COLICO NORTE
5104;COLEGIO ALONSO DE ERCILLA
5105;LICEO POLITECNICO CAUPOLICAN
5106;ESCUELA FELIX EYHERAMENDY
5109;LICEO CLAUDIO FLORES SOTO
5110;ESCUELA PILPILCO
5112;ESCUELA ZAIDA ARANEDA VIGUERAS
5113;ESCUELA ORLANDO DELGADO ZUNIGA
5114;ESCUELA TEGUALDA DE RANQUILCO
5116;ESCUELA JOSE M.CAMPOS MENCHACA
5117;ESCUELA LOS GUALLES
5119;ESCUELA LAS DUNAS
5120;ESCUELA INDEPENDENCIA
5121;ESCUELA JOSE ULLOA FIERRO
5122;LICEO CRISTO REDENTOR
5123;ESCUELA BASICA CACIQUE FRANCISCO MELIN
5126;LICEO HUMANISTA CIENTÍFICO JOSÉ DE LA CRUZ MIRANDA CORREA
5127;ESCUELA LEONCIO ARANEDA FIGUEROA
5128;ESCUELA ARTURO PRAT CHACON
5129;ESCUELA BASICA RENE ANDRADES TOLEDO
5130;ESCUELA BASICA RUBI NELSON SILVA SALAS
5131;LICEO HOMERO VIGUERAS
5132;ESCUELA RICARDO COLOMA DIAZ
5133;ESCUELA BASICA LLONCAO
5134;ESCUELA BASICA LA GRANJA
5135;ESCUELA BASICA PAICAVI
5140;ESCUELA BASICA FEDERICO GANA
5143;ESCUELA BASICA SALTO DEL HUILLINCO
5145;ESCUELA BASICA GARCIA HURTADO DE MENDOZA
5147;ESCUELA BASICA TRES SAUCES
5150;LICEO GABRIELA MISTRAL
5151;ESCUELA PARTICULAR LUIS CRUZ MARTINEZ
5152;ESCUELA PARTICULAR EL RIO
5153;COLEGIO INSTITUTO SAN JOSE
5154;ESCUELA SAN LUIS DE CONTULMO
5155;LICEO POLIVALENTE NAHUELBUTA
5157;ESCUELA BASICA GALVARINO
5158;ESCUELA BASICA JUAN AGUILERA JEREZ
5159;ESCUELA HUALLEPEN BAJO
5162;ESCUELA HUIDE
5163;ESCUELA GRANO DE TRIGO
5165;ESCUELA HUALLEPEN ALTO
5166;ESCUELA CALEBU
5167;ESCUELA NAHUELBUTA ALTO
5168;ESCUELA VILLA RIVAS
5169;ESCUELA PICHIHUILLINCO
5170;ESCUELA HUILLINCO
5172;ESCUELA BASICA JUAN LAVIN ALVEAR
5174;ESCUELA EL ALAMO
5175;ESCUELA VILLA ELICURA
5176;ESCUELA MAHUILQUE
5178;ESCUELA BASICA PEDRO ETCHEPARE BORDA
5180;ESCUELA PARTICULAR NUEVA AURORA
5181;ESCUELA PARTICULAR HUILLINCO ALTO
5182;ESCUELA PARTICULAR COLLICO
5186;ESCUELA PARTICULAR VILLA HERMOSA
5188;ESCUELA PARTICULAR BUCHOCO
5189;ESCUELA PARTICULAR LICAUQUEN
5192;ESCUELA ANA MOLINA
5193;ESCUELA HECTOR ISAAC CARRASCO HELDT
5194;ESCUELA ELOISA GONZALEZ
5195;ESCUELA CERRO NEGRO
5196;ESCUELA PRIMER AGUA
5197;ESCUELA CASA DE PIEDRA
5198;ESCUELA ALTO QUILANTAHUE
5202;ESCUELA MAPODUNGUN
5203;ESCUELA AGUA DE MOLINO
5204;ESCUELA LOS MAQUIS
5205;ESCUELA CHILLIMAPU
5207;ESCUELA PONOTRO HENCHI AMULEI
5208;ESCUELA PARTICULAR LOS LINGUES
5210;ESCUELA PARTICULAR SANTOS CHÁVEZ DE CANIHUAL
5211;ESCUELA PARTICULAR RANQUILHUE
5212;ESCUELA PARTICULAR NUEVA LAS HUELLAS
5213;ESCUELA PARTICULAR LAS MISIONES
5214;ESCUELA PARTICULAR AILLINCO
5215;LICEO INDUSTRIAL B-5 ANGOL
5216;LICEO COMERCIAL ARMANDO BRAVO BRAVO
5218;LICEO ENRIQUE BALLACEY COTTEREAU
5219;LICEO TECNICO JUANITA FERNANDEZ SOLAR
5220;ESCUELA HERMANOS CARRERA
5221;ESCUELA BASICA NAHUELBUTA
5224;ESCUELA REPUBLICA FEDERAL ALEMANA
5225;COLEGIO MARÍA SYLVESTER RASCH
5226;ESCUELA DIEGO DUBLE URRUTIA
5227;ESCUELA JOSÉ ELÍAS BOLIVAR HERRERA
5228;ESCUELA VILLA HUEQUEN
5229;ESCUELA BASICA ARAGON
5230;ESCUELA ESPECIAL ESPANA
5232;ESCUELA BASICA MIGUEL LUIS AMUNATEGUI
5233;ESCUELA BASICA JUAN M. FERRIERE CAIRE
5248;ESCUELA REPUBLICA DE AUSTRIA
5249;ESC. BASICA MANUEL RODRIGUEZ
5250;ESCUELA REGIMIENTO HUSARES
5255;ESCUELA SANTA ADRIANA
5258;ESCUELA BASICA CHACAICO
5264;COLEGIO SAN FRANCISCO DE ASIS DE ANGOL
5265;COLEGIO ADVENTISTA DE ANGOL
5267;ESCUELA AGRICOLA EL VERGEL
5270;LICEO POLITECNICO DOMINGO STA MARIA
5272;ESCUELA BASICA LOS NOGALES
5273;ESCUELA MUNICIP. LA NOBEL GABRIELA
5274;LICEO AGRICOLA FORESTAL MANZANARES
5275;ESC. BASICA JULIO MONTT SALAMANCA
5276;ESCUELA BASICA TOLPAN
5280;SAN FRANCISCO DE ASIS - RENAICO
5282;COMPLEJO EDUCACIONAL COLLIPULLI
5283;ESCUELA THOMAS ALBA EDISON
5284;ESCUELA BENJAMIN FRANKLIN
5286;ESCUELA BASICA VICTOR DURAN PEREZ
5288;ESCUELA MICHIGAN EL AMANECER
5289;ESCUELA F-90 RAÚL CASTRO MÁRQUEZ
5290;ESCUELA NICOLAS PEREZ CARDENAS
5292;ESCUELA BASICA MIGUEL HUENTELEN
5294;ESCUELA MUNICIPAL JOEL COLLÍO MORALES
5307;ESCUELA BASICA SAN ANDRES
5309;ESCUELA BASICA RIO AMARGO
5310;ESCUELA BASICA MAPUDANCO
5314;ESCUELA CHIGUAIHUE
5315;COLEGIO PARTIC. WOLFGANG AMADEUS MOZART
5322;ESCUELA PARTICULAR SN.JUAN DE LA AMERICA
5323;LICEO BRIGADIER CARLOS SCHALCHLI V.
5324;ESCUELA MUNICIPAL FRONTERIZA
5326;ESCUELA BASICA MALALMAHUIDA
5327;ESCUELA DE LIUCURA
5328;ESCUELA BASICA MITRAUQUEN
5329;ESCUELA BASICA CRUZACO
5331;ESCUELA BASICA MARIMENUCO
5332;ESCUELA BASICA LA ANGOSTURA
5333;ESCUELA DE ICALMA
5336;ESCUELA BASICA LOS PINOS
5337;ESCUELA DE SIERRA NEVADA
5338;ESC. BASICA JUSTO SCHWEITZER M.
5339;ESCUELA DE TROYO
5340;ESC. BASICA LEONTINA VASQUEZ RIVERA
5341;ESCUELA BASICA DOMINGO CAMARGO
5342;ESCUELA PARTICULAR LONQUIMAY
5343;LICEO POLITECNICO C-12 CURACAUTIN
5344;LICEO LAS ARAUCARIAS
5345;ESCUELA LUIS CRUZ MARTINEZ
5346;ESCUELA OSVALDO FUENTES BARRERA
5347;ESCUELA PATRICIO CHAVEZ SOTO
5348;RAMON EDUARDO RAMIREZ HENRIQUEZ
5350;ESCUELA ESPECIAL LOS VOLCANES
5351;COLEGIO MANUEL BULNES PRIETO
5353;ESCUELA BASICA REPUBLICA DE MEXICO
5357;ESCUELA LOS PRADOS
5358;ESCUELA BASICA COLLICO
5360;ESCUELA BASICA LEFUCO
5362;ESCUELA RIO BLANCO
5363;ESCUELA BASICA ALEJO TASCON
5364;ESCUELA MANCHURIA
5365;ESCUELA JOSE CHANIN SILHY
5368;ESC. BASICA SAN ARTURO, RADALCO ESTE.
5371;ESCUELA DE SANTA JULIA
5372;ESCUELA PARTICULAR SANTA ELENA
5373;ESCUELA PARTICULAR SANTA EMMA
5374;LICEO ALONSO DE ERCILLA Y ZUÑIGA
5375;ESCUELA BASICA SALVADOR ALLENDE
5376;ESCUELA BASICA SAN RAMON
5378;ESCUELA BASICA TEODOCIO URRUTIA
5379;ESCUELA TRICAUCO
5380;ECUELA FEDERICO RAYDET
5381;ESC. ASENTAMIENTO PABLO NERUDA
5385;ESCUELA CHACAIMAPU
5386;ESCUELA BASICA TEMOCUICUI
5387;ESC.PAR.SAN FRANCISCO DE ASIS DE ERCILLA
5389;ESCUELA PARTICULAR NUPANGUE
5391;ESCUELA PARTICULAR SANTA ROSA
5392;ESCUELA PARTICULAR EL PROGRESO
5393;LICEO POLITECNICO MANUEL MONTT
5394;LICEO JORGE ALESSANDRI RODRIGUEZ
5395;ESCUELA MARCELA PAZ
5396;COLEGIO IGNACIO CARRERA PINTO
5398;ESCUELA HEROES DE IQUIQUE
5401;ESCUELA ESPECIAL CONFEDERACION SUIZA
5403;ESCUELA CLAUDIO MATTE
5404;ESCUELA HERNAN TRIZANO AVEZZANA
5406;ESCUELA SELVA OSCURA
5407;ESCUELA BASICA PATRICIO LINCH
5408;ESCUELA PAILAHUEQUE
5410;ESCUELA PEHUENCO
5411;ESCUELA MUNICIPAL MONICA GEBERT MEIER
5414;ESCUELA BASICA TOQUIHUE
5415;ESCUELA BASICA EL PORVENIR
5422;ESCUELA BASICA LAS CARDAS
5423;ESCUELA BASICA TRANGOL
5424;ESCUELA BASICA SAN LUIS
5425;ESCUELA BASICA SANTA ELENA
5430;ESCUELA BASICA COLO
5431;ESCUELA BASICA SAN PEDRO
5434;COLEGIO INSTITUTO VICTORIA
5435;COLEGIO SANTA CRUZ DE VICTORIA
5436;ESCUELA PARTICULAR LA ARAUCANA
5437;ESCUELA PARTICULAR BOLLILCO
5439;COMPLEJO EDUCACIONAL LUIS DURAND DURAND
5440;LICEO LUCILA GODOY ALCAYAGA
5441;ESCUELA REPUBLICA DE ISRAEL
5442;ESCUELA BASICA EMILIA ROMAGNA
5444;ESCUELA PROFESOR JUAN DE LA CRUZ MUNOZ M.
5446;ESCUELA DIEGO PORTALES
5449;ESC. BASICA ANIDIR
5455;ESC.BASICA QUILQUEN
5459;ESC. BASICA FUNDO QUINO
5462;ESC. BASICA REDUCCION TEMULEMU
5463;ESC. BASICA DIDAICO
5465;COLEGIO LOUIS PASTEUR
5466;ESCUELA PARTICULAR SANTA ROSA
5467;LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI
5469;ESCUELA PARTICULAR LORENZO COLIPI
5470;ESCUELA BASICA REPUBLICA DE ITALIA
5471;ESCUELA F-174 VALLE DE LUMACO
5472;ESC. MUNICIPAL PICHIPELLAHUEN
5473;ESC. BASICA QUETRAHUE
5474;ESC. BASICA RALUN
5479;ESC. BASICA CHANCO
5480;ESCUELA RUCATRARO ALTO
5482;ESC. BASICA RUCAYECO
5485;ESC. BASICA BUTA RINCON
5487;ESCUELA MUNICIPAL G-180 MARIA RIQUELME MENA
5490;ESC. BASICA COMUDE
5492;ESC. BASICA REDUCCION CALBUDIR
5493;ESCUELA PARTICULAR LAS COLINAS
5494;ESCUELA PARTICULAR PICHI-LONCOYAN
5496;ESCUELA PARTICULAR QUILLUCO
5499;ESCUELA PARTICULAR GABRIELA MISTRAL
5503;ESCUELA PARTICULAR EL EDEN
5504;ESCUELA PARTICULAR CALBUCO
5506;ESCUELA GENERAL LAGOS
5507;LICEO MARIA AURORA GUINEZ RAMIREZ
5508;ESCUELA PEDRO DE ONA
5509;LICEO BICENTENARIO INDÓMITO DE PURÉN
5510;ESCUELA ENZO FERRARI
5512;ESC.BASICA PINGUIDAHUE
5513;ESC. BASICA TRANAMAN
5516;ESC. BASICA COYANCAHUIN
5518;ESC. BASICA CONUNHUENU
5520;ESC. BASICA IPINCO ALTO
5521;ESC. BASICA QUILACO
5522;ESC. BASICA HUITRANLEBU
5523;ESCUELA PELLAHUENCO
5524;ESC. BASICA EL LINGUE
5525;ESC. BASICA CAUPOLICAN
5529;ESCUELA PARTICULAR AGUA SANTA
5532;ESCUELA PARTICULAR TRULAUQUEN
5533;ESCUELA PARTICULAR SAN BERNARDO
5535;ESCUELA PARTICULAR LOS DERRAMES
5536;ESCUELA PARTICULAR PICHIHUENOCOLLE
5537;ESCUELA PARTICULAR REMEHUEICO
5538;ESCUELA GUSTAVO VASQUEZ DIAZ
5539;ESCUELA DE LOS SAUCES
5541;ESC. BASICA ELENA MULLER M.
5544;ESC. BASICA SAN RAMON ALTO
5546;ESC. BASICA OSCAR CASTRO
5548;ESC. BASICA PIVADENCO
5550;ESCUELA BASICA VILLA TRINTE
5551;ESC. BASICA GUIDO GRANDE
5554;ESC. BASICA HUITRANLEBU
5557;ESCUELA VICENTE PEREZ ROSALES
5558;ESC. BASICA NININCO
5561;ESCUELA DE CENTENARIO
5563;ESC. BASICA PETRONA PAILLALEO
5565;INSTITUTO SUPERIOR DE COMERCIO
5566;LICEO INDUSTRIAL A-27 TEMUCO
5567;LICEO TECNOLÓGICO DE LA ARAUCANIA
5568;INSTITUTO SUPERIOR DE ESPECIALIDADES TECNICAS DE TEMUCO
5569;LICEO GABRIELA MISTRAL DE TEMUCO
5570;LICEO PABLO NERUDA
5574;COMPLEJO EDUCACIONAL PADRE LAS CASAS
5575;ESCUELA ARTURO PRAT
5578;ESCUELA LLAIMA
5580;ESCUELA CAMPOS DEPORTIVOS
5582;ESCUELA STANDAR
5583;ESCUELA SANTA ROSA
5585;ESCUELA VILLA ALEGRE
5588;ESCUELA MANUEL RECABARREN
5589;ESCUELA MILLARAY
5590;COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA
5592;ESCUELA ANDRES BELLO
5596;COLEGIO MUNDO MAGICO
5597;COLEGIO ALONSO DE ERCILLA
5598;ESCUELA ESPECIAL NIELOL
5599;ESCUELA DARIO SALAS
5600;ESCUELA DE ADULTOS MANUEL ROJAS
5601;ESCUELA MUNICIPAL EL TRENCITO
5603;JARDIN INFANTIL MONTE VERDE
5604;ESCUELA PEDRO DE VALDIVIA
5606;ESCUELA VILLA CAROLINA
5608;ESCUELA LOS AVELLANOS
5611;ESCUELA LOS TRIGALES
5613;COMPLEJO EDUCACIONAL LA GRANJA
5614;ESCUELA LABRANZA
5617;ESCUELA DE PARVULOS CAMPANITA
5619;ESCUELA DE PARVULOS SEMILLITA
5620;LICEO POLIVALENTE DE ADULTOS SELVA SAAVEDRA
5622;ESCUELA BÁSICA BERNARDO ÑANKO
5623;ESCUELA TRUMPULO CHICO
5624;ESCUELA METRENCO
5625;ESCUELA TRUF-TRUF.
5627;ESCUELA LAUREL HUACHO
5629;ESCUELA REDUCCION RALUNCOLLAN
5630;ESCUELA MANIO CHICO
5631;ESCUELA LICANCO
5632;ESCUELA REDUCCION MONTE VERDE
5633;ESCUELA CONOCO CHICO
5634;ESCUELA NIRRIMAPU
5635;ESCUELA TROMEN
5636;ESCUELA BOTROLHUE
5637;ESCUELA TROMEN BAJO
5638;ESCUELA COLPANAO
5639;ESCUELA LIRCAY
5640;ESCUELA MOLLULCO
5644;ESCUELA TROMEN ALTO
5645;ESCUELA BOYECO
5646;ESCUELA CHOMIO
5647;ESCUELA COLLIMALLIN
5648;ESCUELA CHAPOD
5649;ESCUELA FUNDO MAQUEHUE
5651;ESCUELA PARTICULAR COLLIN
5652;COLEGIO PROVIDENCIA DE TEMUCO
5653;LICEO CARLOS CONDELL DE LA HAZA
5654;INSTITUTO CLARET
5655;LICEO PARTICULAR COMERCIAL TEMUCO
5656;LICEO POLITECNICO PUEBLO NUEVO
5658;COMPLEJO EDUCACIONAL JAVIERA CARRERA
5659;ESCUELA Y LICEO MONTESSORI
5661;LICEO ADVENTISTA DE TEMUCO
5662;LICEO ESPANA DE TEMUCO
5663;COMPLEJO EDUCACIONAL PADRE OSCAR MOSER
5664;LICEO AUGUSTO WINTER
